ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-41265,People are trying too hard to hate on Cam Newton without understanding his position ,sadness,0: no sadness can be inferred,0,People are trying too hard to hate on Cam Newton without understanding his position,people are trying too hard to hate on cam newton without understanding his position
2017-En-40613,@courtneymee I'm 3 days sober don't wanna ruin it,sadness,0: no sadness can be inferred,0,I'm 3 days sober don't wanna ruin it,i'm 3 days sober don't wanna ruin it
2017-En-40564,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness,0: no sadness can be inferred,0,"Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion","hakyeon takes all the attention happily, perching on wonshik's shoulder to sulk when jaehwan accidentally caused a tiny explosion"
2017-En-41063,Rooney = whipping boy. #mufc ,sadness,0: no sadness can be inferred,0,Rooney = whipping boy. mufc,rooney = whipping boy. mufc
2017-En-40816,@trashcami this cured my depression,sadness,0: no sadness can be inferred,0,this cured my depression,this cured my depression
2017-En-40872,"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",sadness,1: low amount of sadness can be inferred,1,"sadness with resentment is the past, sadness with fear is the future. try to live in the now MHchat","sadness with resentment is the past, sadness with fear is the future. try to live in the now mhchat"
2017-En-41248,"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness,3: high amount of sadness can be inferred,3,"oh, btw - after a 6 month depression-free time I got a relapse now... superb","oh, btw - after a 6 month depression-free time i got a relapse now... superb"
2017-En-40311,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness,2: moderate amount of sadness can be inferred,2,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* Offline,*still waits for yang. guess she really needs her sleep or something. kittens feeling kinda dejected right now.* offline
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,2: moderate amount of sadness can be inferred,2,Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,trump presidency-a dark age for the usa and the world. he would most definitely take us to war. short &amp; long term pain
2017-En-40286,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,sadness,2: moderate amount of sadness can be inferred,2,haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,haha! she did well today. i can't get beyond her pout annoying me i'm afraid.
2017-En-41506,"@MarkedMurderer Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-",sadness,0: no sadness can be inferred,0,"Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-","orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. his instinct told him-"
2017-En-40542,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",sadness,0: no sadness can be inferred,0,"hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. ignorant","hard to tell in your pic. my mistake then. either way, nothing i said initially was about race. u took it there. ignorant"
2017-En-40502,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sadness,0: no sadness can be inferred,0,Sister (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. WorldCupOfHockey,sister (canadian player does something shady.) jonathan toews is frowning and he doesn't know why. worldcupofhockey
2017-En-41169,@dlrwills turn that frown upside down buddy 🙃.,sadness,0: no sadness can be inferred,0,turn that frown upside down buddy upside-down_face.,turn that frown upside down buddy upside-down_face.
2017-En-40731,Damn gud #premiere #LethalWeapon...#funny and ,sadness,0: no sadness can be inferred,0,Damn gud premiere LethalWeapon...funny and,damn gud premiere lethalweapon...funny and
2017-En-40682,it didn't impress me but it didn't depress me',sadness,0: no sadness can be inferred,0,it didn't impress me but it didn't depress me',it didn't impress me but it didn't depress me'
2017-En-40219,"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness,2: moderate amount of sadness can be inferred,2,"\nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it","\noh, i'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it"
2017-En-40660,My name is John Locke and you can't tell me what I can and can't do #lost #アニメ,sadness,0: no sadness can be inferred,0,My name is John Locke and you can't tell me what I can and can't do lost アニメ,my name is john locke and you can't tell me what i can and can't do lost アニメ
2017-En-41384,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness,2: moderate amount of sadness can be inferred,2,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. grim","bain of my life having to drive to a cash point, then to a shop for change in pound coins, then to the gym all for a bastard sunbed. grim"
2017-En-21642,@RyhenMessedUp goodbye despair,sadness,1: low amount of sadness can be inferred,1,goodbye despair,goodbye despair
2017-En-40770,What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness,0: no sadness can be inferred,0,What do you get when you cross an apple tree and a pine tree? red_appleevergreen_tree\nNothing. You can't cross-pollinate deciduous and coniferous trees.,what do you get when you cross an apple tree and a pine tree? red_appleevergreen_tree\nnothing. you can't cross-pollinate deciduous and coniferous trees.
2017-En-41251,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,sadness,0: no sadness can be inferred,0,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,love is when all your happiness and all your sadness and all your feelings are dependent on another person.
2017-En-41527,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness,0: no sadness can be inferred,0,"She used to be beautiful, but she lived her life too fast - Forest City Joe blues blinddogradio","she used to be beautiful, but she lived her life too fast - forest city joe blues blinddogradio"
2017-En-40597,"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/",sadness,0: no sadness can be inferred,0,"--prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/","--prepared.\n\n'not as far as i know.' was her dull reply. 'there are still survivors, members from it. like i said,-/"
2017-En-40192,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness,2: moderate amount of sadness can be inferred,2,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,this weather got me fucked up. like you either be sunny and hot or gloomy and cold. no in between.
2017-En-41294,i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness,2: moderate amount of sadness can be inferred,2,i cant live anymore my roblox got termianted (((((((((((((((((((((((( killme lol robloxgamer,i cant live anymore my roblox got termianted (((((((((((((((((((((((( killme lol robloxgamer
2017-En-41189,"@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.",sadness,0: no sadness can be inferred,0,"thanks for replying, I'm ironing my shirtface_with_tears_of_joy I'd love to meet you and get an autograph but sadly I'm too young to travel.","thanks for replying, i'm ironing my shirtface_with_tears_of_joy i'd love to meet you and get an autograph but sadly i'm too young to travel."
2017-En-41117,This has been the most depressing week full of rain ever lol,sadness,3: high amount of sadness can be inferred,3,This has been the most depressing week full of rain ever lol,this has been the most depressing week full of rain ever lol
2017-En-40968,"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",sadness,0: no sadness can be inferred,0,"What we think, we become. -Buddha recovery addiction sober sobriety","what we think, we become. -buddha recovery addiction sober sobriety"
2017-En-40228,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness,2: moderate amount of sadness can be inferred,2,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for TerenceCruther justice anger sadness,some moving clips on youtube tonight of the vigil held at tulsa metropolitan baptist church for terencecruther justice anger sadness
2017-En-40605,@Bietron 🤓 dont be sad.. btw good night davina..go sleep larh..,sadness,0: no sadness can be inferred,0,nerd_face dont be sad.. btw good night davina..go sleep larh..,nerd_face dont be sad.. btw good night davina..go sleep larh..
2017-En-21978,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,sadness,1: low amount of sadness can be inferred,1,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,the horrible puns for the day have been made. i shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.
2017-En-40762,"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",sadness,0: no sadness can be inferred,0,"she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.","she's ahead in the polls &amp; after trumps dismal performance at upcoming debate, it will be an easy win for hillary."
2017-En-40768,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness,0: no sadness can be inferred,0,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!","nice to see balotelli back to his best, good player.. just lost his way a bit!"
2017-En-40789,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.",sadness,0: no sadness can be inferred,0,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.","stars, when you shine,\nyou know how i feel.\nscent of the pine, \nyou know how i feel.\nfreedom is mine,\ni know how i feel.\ni'm feelin' good."
2017-En-41523,@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem,sadness,1: low amount of sadness can be inferred,1,Between Barroso going to Goldman and this the is getting a very serious self inflicted problem,between barroso going to goldman and this the is getting a very serious self inflicted problem
2017-En-41222,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness,0: no sadness can be inferred,0,don't fret -- this guy is mad because when is elected he might have to get a real job,don't fret -- this guy is mad because when is elected he might have to get a real job
2017-En-40655,"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~",sadness,0: no sadness can be inferred,0,"~together.' Hermione lowered her voice slightly, sounding somewhat bitter, perhaps even rueful. 'That would only get you~","~together.' hermione lowered her voice slightly, sounding somewhat bitter, perhaps even rueful. 'that would only get you~"
2017-En-40578,Learning how to use twitter #lost,sadness,0: no sadness can be inferred,0,Learning how to use twitter lost,learning how to use twitter lost
2017-En-40642,7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray,sadness,0: no sadness can be inferred,0,7 pax enjoyed the gloom,7 pax enjoyed the gloom
2017-En-40080,in health we did a think about depression and now i feel like i have it,sadness,3: high amount of sadness can be inferred,3,in health we did a think about depression and now i feel like i have it,in health we did a think about depression and now i feel like i have it
2017-En-41277,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness,2: moderate amount of sadness can be inferred,2,"even if it looks like we are okay, the reality of that is were actually very worn out and forlorn","even if it looks like we are okay, the reality of that is were actually very worn out and forlorn"
2017-En-40233,@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.,sadness,2: moderate amount of sadness can be inferred,2,I'm not there yet. Hasn't sunk in yet. Rest up.,i'm not there yet. hasn't sunk in yet. rest up.
2017-En-20873,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,sadness,0: no sadness can be inferred,0,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains were the writers HIM's fans?,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains were the writers him's fans?
2017-En-41507,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,sadness,1: low amount of sadness can be inferred,1,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you Staten Island NY smh,well i won't be doing a unboxing of the iphone 7 plus on my channel until november sadly. thank you staten island ny smh
2017-En-22010,"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",sadness,3: high amount of sadness can be inferred,3,"dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too /","dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too /"
2017-En-20424,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",sadness,3: high amount of sadness can be inferred,3,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.","americans as a whole are, for the most part, feeling borderline despair at the very least. looking at a situation out of control."
2017-En-40616,Snores on TL. Boredom sunk in.,sadness,0: no sadness can be inferred,0,Snores on TL. Boredom sunk in.,snores on tl. boredom sunk in.
2017-En-40665,i love the word fret so much and im in heaven,sadness,0: no sadness can be inferred,0,i love the word fret so much and im in heaven,i love the word fret so much and im in heaven
2017-En-40213,I wonder what would happen if I were a father. #weary,sadness,2: moderate amount of sadness can be inferred,2,I wonder what would happen if I were a father. weary,i wonder what would happen if i were a father. weary
2017-En-41001,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness,1: low amount of sadness can be inferred,1,"THEN you do what you can and then BLOCK them, they're trying to discourage us","then you do what you can and then block them, they're trying to discourage us"
2017-En-41368,You forever straight so fix that frown u good😇 @amayyaaag__,sadness,0: no sadness can be inferred,0,You forever straight so fix that frown u goodsmiling_face_with_halo,you forever straight so fix that frown u goodsmiling_face_with_halo
2017-En-40477,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness,0: no sadness can be inferred,0,well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,well of course.progress for the sake of progress must be discouraged. the problem is the substance of the rhetoric
2017-En-40018,@Fra93_bruno wow I'm just really sadden by that. Terrible,sadness,3: high amount of sadness can be inferred,3,wow I'm just really sadden by that. Terrible,wow i'm just really sadden by that. terrible
2017-En-40161,Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness,2: moderate amount of sadness can be inferred,2,Man Southampton will wipe the floor with west ham on Sunday. So disheartened,man southampton will wipe the floor with west ham on sunday. so disheartened
2017-En-40929,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,sadness,0: no sadness can be inferred,0,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,at least i don't have a guy trying to discourage me anymore in what i want to do he will never become anything worth contributing to society
2017-En-40107,Don't wanna go to work but I want the money #sad,sadness,3: high amount of sadness can be inferred,3,Don't wanna go to work but I want the money sad,don't wanna go to work but i want the money sad
2017-En-41454,@macmacm43 jeezus God #dark,sadness,1: low amount of sadness can be inferred,1,jeezus God dark,jeezus god dark
2017-En-41032,@MessYourself why? Do you have depression?,sadness,2: moderate amount of sadness can be inferred,2,why? Do you have depression?,why? do you have depression?
2017-En-41031,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness,3: high amount of sadness can be inferred,3,"Once you've accepted your flaws, no one can use them against you - quote mentalhealth psychology depression anxiety","once you've accepted your flaws, no one can use them against you - quote mentalhealth psychology depression anxiety"
2017-En-41328,@nickb88 @Buster_ESPN pine rider,sadness,0: no sadness can be inferred,0,pine rider,pine rider
2017-En-40899,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness,0: no sadness can be inferred,0,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches SG16 kickittomehigh nswgaa blues statevstate,back in the big time after selection last night. absolutely buzzing. bring on the roaches sg16 kickittomehigh nswgaa blues statevstate
2017-En-40398,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,1: low amount of sadness can be inferred,1,How brave are the young individuals that have opened up to us about their depression and anxiety to help raise awareness!!,how brave are the young individuals that have opened up to us about their depression and anxiety to help raise awareness!!
2017-En-40374,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",sadness,1: low amount of sadness can be inferred,1,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' - lost podcasting talkshoe","at my funeral, when they close the casket, i want them to play, 'call recording has completed.'' - lost podcasting talkshoe"
2017-En-40940,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness,2: moderate amount of sadness can be inferred,2,AND his momma was worse than Tony sopranos momma wow sad history major,and his momma was worse than tony sopranos momma wow sad history major
2017-En-40550,"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",sadness,0: no sadness can be inferred,0,"the grave of a beat, a bravehearted cave lover, cage lover, sage lover who made soup of you, twisted to spoony melancholy, spikes, spices","the grave of a beat, a bravehearted cave lover, cage lover, sage lover who made soup of you, twisted to spoony melancholy, spikes, spices"
2017-En-41338,@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,sadness,0: no sadness can be inferred,0,I involuntarily smile when you frown in photos. And giggle. How annoying!!,i involuntarily smile when you frown in photos. and giggle. how annoying!!
2017-En-40390,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,1: low amount of sadness can be inferred,1,there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.
2017-En-40324,"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness,2: moderate amount of sadness can be inferred,2,"maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people","maybe it'd have been different if i stayed for sixth form? but still, the oppressive architecture, uninteresting people"
2017-En-21938,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness,1: low amount of sadness can be inferred,1,2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,2 complained then while his head and then called do not despair of god's mercy if you did sins go back to him and ask his forgiveness
2017-En-40976,"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness,0: no sadness can be inferred,0,"salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.","salaams ma'am, how r u ma'am? may allah protect u from sadness, illness, harm &amp; nazr-e-bad. aameen. stay blessed ma'am."
2017-En-40993,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness,2: moderate amount of sadness can be inferred,2,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,i mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about tony's crimes was hijacked by not so vaguely racist memers
2017-En-40261,Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness,2: moderate amount of sadness can be inferred,2,Some of these people at this protest are just there for the adrenaline rush. depressing,some of these people at this protest are just there for the adrenaline rush. depressing
2017-En-40668,@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,sadness,0: no sadness can be inferred,0,my first time in Slough so checked out the new station floor LifeOnTheRoad,my first time in slough so checked out the new station floor lifeontheroad
2017-En-41026,Candice's standing pout face aggravates me every week,sadness,0: no sadness can be inferred,0,Candice's standing pout face aggravates me every week,candice's standing pout face aggravates me every week
2017-En-40202,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,sadness,2: moderate amount of sadness can be inferred,2,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,i don't want the pity of my instructors but i'd like some understanding. i'm truly trying despite all circumstances that make me discouraged
2017-En-41525,Nutella is pine green forget me nots are ivory frozen is god,sadness,0: no sadness can be inferred,0,Nutella is pine green forget me nots are ivory frozen is god,nutella is pine green forget me nots are ivory frozen is god
2017-En-41429,@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness,2: moderate amount of sadness can be inferred,2,why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,why is this evil corrupt fuck still knocking about? the wrong people die i'm telling you. do you job grim reaper!
2017-En-41123,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness,3: high amount of sadness can be inferred,3,I feel like no one is out there on Twitter for me.... can anyone see what I write sadness rants,i feel like no one is out there on twitter for me.... can anyone see what i write sadness rants
2017-En-40012,"After 3 idk why I start feeling so depress, sad and lonely.",sadness,3: high amount of sadness can be inferred,3,"After 3 idk why I start feeling so depress, sad and lonely.","after 3 idk why i start feeling so depress, sad and lonely."
2017-En-40855,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,sadness,3: high amount of sadness can be inferred,3,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it loudly_crying_faceloudly_crying_faceloudly_crying_face,common app just randomly logged me out as i was writing the last part of my college essay and lost all of it loudly_crying_faceloudly_crying_faceloudly_crying_face
2017-En-41319,@NikhilTikare i like cold gloomy weather,sadness,0: no sadness can be inferred,0,i like cold gloomy weather,i like cold gloomy weather
2017-En-40995,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,sadness,1: low amount of sadness can be inferred,1,the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,the pout tips me over the edge. i am most definitely agin. who the feic bakes with full make up and boots with heels!!!!
2017-En-40352,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,1: low amount of sadness can be inferred,1,"Gundlach calling for rounding top, doom and gloom, 15% down move","gundlach calling for rounding top, doom and gloom, 15% down move"
2017-En-41227,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..,sadness,1: low amount of sadness can be inferred,1,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit hundred_points..,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit hundred_points..
2017-En-41126,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness,2: moderate amount of sadness can be inferred,2,sav tells our mom 'I love you' and she responds 'Oh.' sad,sav tells our mom 'i love you' and she responds 'oh.' sad
2017-En-40224,"Way too cool to die young, way too young to die sober.. #tunechi",sadness,2: moderate amount of sadness can be inferred,2,"Way too cool to die young, way too young to die sober.. tunechi","way too cool to die young, way too young to die sober.. tunechi"
2017-En-40808,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness,2: moderate amount of sadness can be inferred,2,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,if angelina jolie can't keep a man no one can. today we mourn because love is dead
2017-En-40453,Cheap pout my brodcast,sadness,1: low amount of sadness can be inferred,1,Cheap pout my brodcast,cheap pout my brodcast
2017-En-41167,@reillygolfpro @RealKidPoker @StacyAcey @WSOPTD no he didn't! They are obviously friends and that clouded his judgement,sadness,1: low amount of sadness can be inferred,1,no he didn't! They are obviously friends and that clouded his judgement,no he didn't! they are obviously friends and that clouded his judgement
2017-En-41160,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness,0: no sadness can be inferred,0,"hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice","hubby noah shares this somber thoughtful photo of his one and only dami. ponytail, standout highlights beautiful picture, nice"
2017-En-40774,Never a dull moment when talking to Nell 😂😂😂😂😋,sadness,0: no sadness can be inferred,0,Never a dull moment when talking to Nell face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_savoring_food,never a dull moment when talking to nell face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_savoring_food
2017-En-40445,@BBCSport too dull for the UK.,sadness,1: low amount of sadness can be inferred,1,too dull for the UK.,too dull for the uk.
2017-En-40535,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sadness,0: no sadness can be inferred,0,Hey - how do I find my play history on new ios10 appleMusic music lost,hey - how do i find my play history on new ios10 applemusic music lost
2017-En-41005,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,sadness,1: low amount of sadness can be inferred,1,porkistan lost terribly in 65 because of american intervation to talk we stopped,porkistan lost terribly in 65 because of american intervation to talk we stopped
2017-En-40031,@FlakeJay ring ring! #depression is here,sadness,3: high amount of sadness can be inferred,3,ring ring! depression is here,ring ring! depression is here
2017-En-40380,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,sadness,1: low amount of sadness can be inferred,1,Has anyone noticed that stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? surprised sad,has anyone noticed that stories in recent days all paint positive accomplishments for trump and challenges for hillary? surprised sad
2017-En-41321,"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness,0: no sadness can be inferred,0,"Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!","taurus, for the most part, you have perfect control over your emotions and you are careful not to be so sulky around anyone!"
2017-En-40243,Cause fail or pass I refuse to be sober,sadness,2: moderate amount of sadness can be inferred,2,Cause fail or pass I refuse to be sober,cause fail or pass i refuse to be sober
2017-En-40419,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,1: low amount of sadness can be inferred,1,"My house isnt always a mess but when it is, its when i have friends coming mess serious twitter problem like friends filthy home","my house isnt always a mess but when it is, its when i have friends coming mess serious twitter problem like friends filthy home"
2017-En-41491,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness,3: high amount of sadness can be inferred,3,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.","i know i've painted quite a grim picture of your chances. but if you simply stand here, we will both surely die."
2017-En-40892,@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,sadness,0: no sadness can be inferred,0,don't let him discourage you Z! That's one of the best ideas yet!,don't let him discourage you z! that's one of the best ideas yet!
2017-En-40129,@ryyyshh story of my life. #lost,sadness,3: high amount of sadness can be inferred,3,story of my life. lost,story of my life. lost
2017-En-40042,depress 😭,sadness,3: high amount of sadness can be inferred,3,depress loudly_crying_face,depress loudly_crying_face
2017-En-41219,its so unfortunate that after all these years im still struggling with depression smh,sadness,3: high amount of sadness can be inferred,3,its so unfortunate that after all these years im still struggling with depression smh,its so unfortunate that after all these years im still struggling with depression smh
2017-En-40599,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0: no sadness can be inferred,0,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.","in the name of our lord &amp; saviour harambe we pray, bless all apes across the world.\n\nhear our solemn oaths and pardon sympathetic hominids."
2017-En-40810,"@CovinoandRich just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",sadness,0: no sadness can be inferred,0,"just heard back2back, guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version","just heard back2back, guess that's why they call it the blues &amp; she's got the look, but i can only sing tickle sacks version"
2017-En-40619,@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.,sadness,0: no sadness can be inferred,0,We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.,we don't expect women to be violent &amp; discourage it. it's really about how we're raising our boys.
