ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-11306,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,anger,3: high amount of anger can be inferred,3,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh kitchen_knife,omg someone asked them to sit and they reluctantly moved with a huff. biiitttccchhhhhh kitchen_knife
2017-En-11363,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,anger,2: moderate amount of anger can be inferred,2,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form
2017-En-11035,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger,3: high amount of anger can be inferred,3,I wanna kill you and destroy you. I want you died and I want Flint back. emo scene anger fuck die hatered,i wanna kill you and destroy you. i want you died and i want flint back. emo scene anger fuck die hatered
2017-En-10341,when you find out the initiative isn't even a thing 😧 #revenge,anger,2: moderate amount of anger can be inferred,2,when you find out the initiative isn't even a thing anguished_face revenge,when you find out the initiative isn't even a thing anguished_face revenge
2017-En-10809,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger,0: no anger can be inferred,0,Tonight's DragRace AllStars2 episode GAVE ME LIFE! Yaassss queens! teamalaska teamkatya bwahaha,tonight's dragrace allstars2 episode gave me life! yaassss queens! teamalaska teamkatya bwahaha
2017-En-10180,You a fuck boy if you run drag routes back to back in madden,anger,3: high amount of anger can be inferred,3,You a fuck boy if you run drag routes back to back in madden,you a fuck boy if you run drag routes back to back in madden
2017-En-11624,"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",anger,1: low amount of anger can be inferred,1,"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ","interesting that we,an authentic afghan restaurant,r getting calls from the media over resent tragedy that happened in nj"
2017-En-11126,So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,anger,0: no anger can be inferred,0,So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,so then it's my turn. soon as he says hi i just burst into tears lmaoo i was so overwhelmed.
2017-En-11188,some of the casuals tweets that Vic has faved are making me gag ,anger,3: high amount of anger can be inferred,3,some of the casuals tweets that Vic has faved are making me gag,some of the casuals tweets that vic has faved are making me gag
2017-En-11180,Manchester derby at home ,anger,0: no anger can be inferred,0,Manchester derby at home,manchester derby at home
2017-En-10723,Keep in mind. We're all weak. Don't insult people just because they're human.,anger,0: no anger can be inferred,0,Keep in mind. We're all weak. Don't insult people just because they're human.,keep in mind. we're all weak. don't insult people just because they're human.
2017-En-11143,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,2: moderate amount of anger can be inferred,2,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,finally uploaded the file i needed to the university server's drop box. it took like half an hour and a lot of cursing and anger on my part
2017-En-11530,@Arsenal Giroud's beard is making me angry.,anger,3: high amount of anger can be inferred,3,Giroud's beard is making me angry.,giroud's beard is making me angry.
2017-En-11043,@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.,anger,2: moderate amount of anger can be inferred,2,My guess is he's just a convenient target for misplaced anger. What they're really mad at is how they played.,my guess is he's just a convenient target for misplaced anger. what they're really mad at is how they played.
2017-En-11019,@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.,anger,2: moderate amount of anger can be inferred,2,Let's not stereotype all South Asians as relentless beat reporters.,let's not stereotype all south asians as relentless beat reporters.
2017-En-11492,"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",anger,2: moderate amount of anger can be inferred,2,"(like, hope i didn't offend with my commentary - it wasn't what I was intending!)","(like, hope i didn't offend with my commentary - it wasn't what i was intending!)"
2017-En-10026,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger,3: high amount of anger can be inferred,3,. than straight people. Even the arse straight guys who think that means a threesome is fine. angry fuming,. than straight people. even the arse straight guys who think that means a threesome is fine. angry fuming
2017-En-11059,"People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent",anger,0: no anger can be inferred,0,"People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?BeDifferent","people will talk, words will sting, but how you handle that is what differs you from them. be like them or change the culture?bedifferent"
2017-En-11635,This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,anger,0: no anger can be inferred,0,This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,this makes things easier and compact and less fiery or burdened by the weight of sexuality. one releases in the transmutation
2017-En-10370,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",anger,2: moderate amount of anger can be inferred,2,"never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. bitter","never bring back meech and bridgette. crying because someone looks at you? ugh, and bridgette. bitter"
2017-En-10930,"@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her",anger,3: high amount of anger can be inferred,3,"Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. fuming with her","spent months arranging swap , new jobs etc, now i've found out she's been leading me on a merry dance. fuming with her"
2017-En-11249,So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge,anger,0: no anger can be inferred,0,So excited to watch allstars \nRuPaul revenge,so excited to watch allstars \nrupaul revenge
2017-En-10005,My blood is boiling,anger,3: high amount of anger can be inferred,3,My blood is boiling,my blood is boiling
2017-En-10322,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger,2: moderate amount of anger can be inferred,2,"amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery","amen, nothing personal mate, just tired of all of the complaining from our fans, it's been a relentless tirade of misery"
2017-En-11345,@Dak2future decorations are up all over Jersey already ,anger,0: no anger can be inferred,0,decorations are up all over Jersey already,decorations are up all over jersey already
2017-En-10221,I genuinely think I have anger issues,anger,2: moderate amount of anger can be inferred,2,I genuinely think I have anger issues,i genuinely think i have anger issues
2017-En-11622,"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",anger,2: moderate amount of anger can be inferred,2,"promised I wouldn't live tweet, but + brought it! and furious action FTW!","promised i wouldn't live tweet, but + brought it! and furious action ftw!"
2017-En-11517,"@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.",anger,2: moderate amount of anger can be inferred,2,"There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.","there's a difference though. a grudge cab be tamed. feeling uncomfortable is pure emotion, you can't really control it."
2017-En-10288,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,2: moderate amount of anger can be inferred,2,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
2017-En-11024,"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.",anger,1: low amount of anger can be inferred,1,"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive Democrats on transforming moral outrage into effective political action.","last night, the rev. dr. earl johnson spoke to wake progressive democrats on transforming moral outrage into effective political action."
2017-En-11685,"@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",anger,2: moderate amount of anger can be inferred,2,"\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)","\r\ralso celebrate their belief that jesus is alive in hell, boiling in a pot of shit (actual shit)"
2017-En-10857,@ZubairSabirPTI  pls dont insult the word 'Molna',anger,2: moderate amount of anger can be inferred,2,pls dont insult the word 'Molna',pls dont insult the word 'molna'
2017-En-11643,Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,anger,1: low amount of anger can be inferred,1,Professor introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,professor introduce yourselves and say one interesting fact\n\nhi i'm ethan and the sun will engulf our planet in a fiery explosion one day
2017-En-10832,@JaredLeto Jared + #snap? 💘,anger,0: no anger can be inferred,0,Jared + snap? heart_with_arrow,jared + snap? heart_with_arrow
2017-En-11419,@BoJackHorseman if your depressed and somebody calls you long faced will you still automatically take umbrage?,anger,0: no anger can be inferred,0,if your depressed and somebody calls you long faced will you still automatically take umbrage?,if your depressed and somebody calls you long faced will you still automatically take umbrage?
2017-En-40683,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",anger,0: no anger can be inferred,0,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” Bot","“do not fret if you are not cool! humans who follow me, become instantly cool!” bot"
2017-En-10954,They gonna give this KKk police bitch the minimum sentence..just wattch #angry,anger,3: high amount of anger can be inferred,3,They gonna give this KKk police bitch the minimum sentence..just wattch angry,they gonna give this kkk police bitch the minimum sentence..just wattch angry
2017-En-10018,why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,anger,3: high amount of anger can be inferred,3,why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,why are people so offended by kendall he ends photo shoot like seriously shut the fuck up
2017-En-40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,anger,2: moderate amount of anger can be inferred,2,Candice on great british bake off with that pout does my head in oncoming_fist_light_skin_toneface_with_rolling_eyes,candice on great british bake off with that pout does my head in oncoming_fist_light_skin_toneface_with_rolling_eyes
2017-En-10127,I just love it when people make plans for me without actually including me in this process #rage,anger,3: high amount of anger can be inferred,3,I just love it when people make plans for me without actually including me in this process rage,i just love it when people make plans for me without actually including me in this process rage
2017-En-11307,how can you hold a grudge for over a year I can barely hold one for a few minutes,anger,0: no anger can be inferred,0,how can you hold a grudge for over a year I can barely hold one for a few minutes,how can you hold a grudge for over a year i can barely hold one for a few minutes
2017-En-10038,@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,anger,3: high amount of anger can be inferred,3,Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment
2017-En-10510,@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,anger,1: low amount of anger can be inferred,1,they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,they might get donal óg sure! they won't have him in cork as he's to fiery for dopey frank &amp; his cult
2017-En-11323,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! ,anger,0: no anger can be inferred,0,\nGo Jags!!leopard I think we have a good shot of beating Deep Run tomorrow!,\ngo jags!!leopard i think we have a good shot of beating deep run tomorrow!
2017-En-10837,Follow me on Snapchat 👻 Carlabtst15 #snapchat #snap,anger,0: no anger can be inferred,0,Follow me on Snapchat ghost Carlabtst15 snapchat snap,follow me on snapchat ghost carlabtst15 snapchat snap
2017-En-10691,srry my feelings offend u 🤗,anger,0: no anger can be inferred,0,srry my feelings offend u hugging_face,srry my feelings offend u hugging_face
2017-En-11520,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",anger,1: low amount of anger can be inferred,1,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad face_with_medical_maskface_with_medical_mask","wow... one of my dads top favorite throwback rappers just died in a fiery car crash today in atlanta, so sad so sad face_with_medical_maskface_with_medical_mask"
2017-En-11128,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",anger,3: high amount of anger can be inferred,3,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.","and getting offended or furious that a writers style isn;t to your taste is ultimately daft, i suppose."
2017-En-10051,People fuckin irritate me,anger,3: high amount of anger can be inferred,3,People fuckin irritate me,people fuckin irritate me
2017-En-10982,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,anger,2: moderate amount of anger can be inferred,2,looking forward to div 2 next year ? revenge leictershireaway therey,looking forward to div 2 next year ? revenge leictershireaway therey
2017-En-11026,I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,anger,3: high amount of anger can be inferred,3,I HATE little girls pouting_facepouting_face got a lot off growing up to do!!! fuming,i hate little girls pouting_facepouting_face got a lot off growing up to do!!! fuming
2017-En-10716,Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger,0: no anger can be inferred,0,Praying for the Lord to keep anger hate jealousy away from your heart is a sign of maturity conciseness,praying for the lord to keep anger hate jealousy away from your heart is a sign of maturity conciseness
2017-En-41105,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,anger,0: no anger can be inferred,0,all three of my agin's on the pout .,all three of my agin's on the pout .
2017-En-10800,testing ,anger,0: no anger can be inferred,0,testing,testing
2017-En-11184,What a fucking muppet.  @jRwild1  #stalker.,anger,3: high amount of anger can be inferred,3,What a fucking muppet. stalker.,what a fucking muppet. stalker.
2017-En-10529,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,anger,1: low amount of anger can be inferred,1,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,it's weird because i was discussing sex resentment and confusion in the thing i was writing last night.
2017-En-11403,@tttinplay nice. why are u fuming then 😂,anger,0: no anger can be inferred,0,nice. why are u fuming then face_with_tears_of_joy,nice. why are u fuming then face_with_tears_of_joy
2017-En-11602,@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭,anger,3: high amount of anger can be inferred,3,clicked the wrong side was fuming loudly_crying_face,clicked the wrong side was fuming loudly_crying_face
2017-En-10181,I got fever highs\nI got boiling blood,anger,3: high amount of anger can be inferred,3,I got fever highs\nI got boiling blood,i got fever highs\ni got boiling blood
2017-En-11220,"@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?",anger,0: no anger can be inferred,0,"No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?","no offense, but isn't it a little late to be getting a radio broadcast degree? isn't that going to be over in a decade or 2?"
2017-En-11458,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,anger,2: moderate amount of anger can be inferred,2,Hey all you white people out there; are you offended when people refer to you as a Cock Asian? NoSeriously,hey all you white people out there; are you offended when people refer to you as a cock asian? noseriously
2017-En-11308,"says, who are you to compared me with the others; I'm just human. #lit #fire #burning",anger,2: moderate amount of anger can be inferred,2,"says, who are you to compared me with the others; I'm just human. lit fire burning","says, who are you to compared me with the others; i'm just human. lit fire burning"
2017-En-10750,Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger,0: no anger can be inferred,0,Holding a grudge doesn't make you strong; it makes you bitter. Forgiving doesn't make you weak; it sets you free.,holding a grudge doesn't make you strong; it makes you bitter. forgiving doesn't make you weak; it sets you free.
2017-En-11694,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage,anger,2: moderate amount of anger can be inferred,2,how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it cod rage,how do u guys determine teams? cause i'm 80% on shitty teams when i play and i'm fuckin over it cod rage
2017-En-11270,@Dominos_UK worst thing is i have confimation from them #angry,anger,3: high amount of anger can be inferred,3,worst thing is i have confimation from them angry,worst thing is i have confimation from them angry
2017-En-11300,Beyoncé resentment gets me in my feelings every time. 😩,anger,0: no anger can be inferred,0,Beyoncé resentment gets me in my feelings every time. weary_face,beyoncé resentment gets me in my feelings every time. weary_face
2017-En-10496,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,anger,1: low amount of anger can be inferred,1,Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,yeah u gotta make them heel. i know u need their votes so u have to wait. but when u lose-they're really in for your wrath !
2017-En-10735,don't give someone power by letting their words offend you,anger,0: no anger can be inferred,0,don't give someone power by letting their words offend you,don't give someone power by letting their words offend you
2017-En-10657,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,anger,0: no anger can be inferred,0,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween smiling_face_with_horns,can't wait to be in my ninja turtle costume raging at osu again this halloween smiling_face_with_horns
2017-En-10991,"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",anger,1: low amount of anger can be inferred,1,"...specifically are the cause of it all, and they resent being considered the enemy.","...specifically are the cause of it all, and they resent being considered the enemy."
2017-En-10499,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger,1: low amount of anger can be inferred,1,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,streets of rage 2 was hard to find for a while and then itunes stepped in and the guys doing the vinyl \nmade it so simple
2017-En-11069,no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,anger,0: no anger can be inferred,0,no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,no offense but the doctor crying tears of joy after realizing he has a family for christmas is cute
2017-En-11550,@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! ,anger,3: high amount of anger can be inferred,3,how on earth can I send an email to you? Very annoyed customer!!!,how on earth can i send an email to you? very annoyed customer!!!
2017-En-11408,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin ,anger,1: low amount of anger can be inferred,1,I offered gold or silver but they said Nah... bitcoin,i offered gold or silver but they said nah... bitcoin
2017-En-11064,troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,anger,0: no anger can be inferred,0,troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.
2017-En-10687,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,anger,0: no anger can be inferred,0,Tonight's DragRace AllStars2 episode GAVE ME LIFE! Yaassss queens! teamalaska teamkatya revenge bwahaha,tonight's dragrace allstars2 episode gave me life! yaassss queens! teamalaska teamkatya revenge bwahaha
2017-En-41528,Why does Candice constantly pout #GBBO 💄😒,anger,0: no anger can be inferred,0,Why does Candice constantly pout GBBO lipstickunamused_face,why does candice constantly pout gbbo lipstickunamused_face
2017-En-10019,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn ,anger,3: high amount of anger can be inferred,3,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. damn,i'm about to block everyone everywhere posting about the storm. i think everyone is aware of the damn rain and what not so quit. damn
2017-En-10400,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger,2: moderate amount of anger can be inferred,2,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,this provocation sets off a curiosity. an entity is feeding fuel to the fire. speaking quatrains. hmmm america needs to be vigilant now
2017-En-10667,"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",anger,0: no anger can be inferred,0,"some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat","some of those haters are just taught hate and not shown love. there is a good quote that goes to your comment tiff, treat"
2017-En-10276,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger,2: moderate amount of anger can be inferred,2,What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,what king says doesn't matter. the fact he came w/ psycho don is by far more of an affront.
2017-En-11415,I'm furious!!!!,anger,3: high amount of anger can be inferred,3,I'm furious!!!!,i'm furious!!!!
2017-En-10488,Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton,anger,1: low amount of anger can be inferred,1,Before revenge you feel good after revenge you feel worse hundred_points,before revenge you feel good after revenge you feel worse hundred_points
2017-En-10816,I should really study today for chemistry but playing madden is just way more fun.,anger,0: no anger can be inferred,0,I should really study today for chemistry but playing madden is just way more fun.,i should really study today for chemistry but playing madden is just way more fun.
2017-En-10583,@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,anger,1: low amount of anger can be inferred,1,TONIGHT. Legit can't wait to rage sign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonefire,tonight. legit can't wait to rage sign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonesign_of_the_horns_light_skin_tonefire
2017-En-11486,"meeting tiff at the mall soon, congrats on getting that L babes❣",anger,0: no anger can be inferred,0,"meeting tiff at the mall soon, congrats on getting that L babesheavy_heart_exclamation","meeting tiff at the mall soon, congrats on getting that l babesheavy_heart_exclamation"
2017-En-10461,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",anger,2: moderate amount of anger can be inferred,2,"ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an","ummm, the blog says 'with simon stehr faking 7th'...i'll expect an investigation forthwith. this is an"
2017-En-10473,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger,2: moderate amount of anger can be inferred,2,"Because it was a perfect illusion, but at least now I know what it was. ladygaga iscalmingmysoul","because it was a perfect illusion, but at least now i know what it was. ladygaga iscalmingmysoul"
2017-En-10231,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,anger,2: moderate amount of anger can be inferred,2,...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,...i'm waiting for you to figure out i'm like... from 0 to 100 real quick with the irritation.
2017-En-10779,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,anger,0: no anger can be inferred,0,I need a bento_boxsushi daterice_ball spaghettian olive guarded datecheese_wedge and a oncoming_fist_medium-light_skin_toneRockys datepizza,i need a bento_boxsushi daterice_ball spaghettian olive guarded datecheese_wedge and a oncoming_fist_medium-light_skin_tonerockys datepizza
2017-En-10585,"@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*",anger,1: low amount of anger can be inferred,1,"He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*","he looks especially lovely. sadly, i do not *removes potentially indignant mr d from convo*"
2017-En-10378,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,anger,2: moderate amount of anger can be inferred,2,YUUUHH face_with_rolling_eyesloudly_crying_face plus clin ep and prevmed ugghhh hahaha bitter,yuuuhh face_with_rolling_eyesloudly_crying_face plus clin ep and prevmed ugghhh hahaha bitter
2017-En-10200,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger,2: moderate amount of anger can be inferred,2,My blood is so bitter for satan to test becouse cleanse by the blood of Jesus christ....amen.,my blood is so bitter for satan to test becouse cleanse by the blood of jesus christ....amen.
2017-En-10798,It's easy to hold a grudge harder to let go.,anger,0: no anger can be inferred,0,It's easy to hold a grudge harder to let go.,it's easy to hold a grudge harder to let go.
2017-En-11167,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted ,anger,3: high amount of anger can be inferred,3,you came in at silly o'clock and woke me up that's what happened wasted,you came in at silly o'clock and woke me up that's what happened wasted
2017-En-10442,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",anger,2: moderate amount of anger can be inferred,2,"hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate","hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate"
2017-En-11422,@mofspades or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me),anger,1: low amount of anger can be inferred,1,or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me),or maybe he's like my dad and no hair grows on his body... (i will always resent my mother's genes for taking this from me)
2017-En-10462,My baskets are better when I'm in a bad mood someone irritate me before practice please,anger,2: moderate amount of anger can be inferred,2,My baskets are better when I'm in a bad mood someone irritate me before practice please,my baskets are better when i'm in a bad mood someone irritate me before practice please
2017-En-11356,2 days on.......never a fucking pen!!!! #nffc #bitter,anger,3: high amount of anger can be inferred,3,2 days on.......never a fucking pen!!!! nffc bitter,2 days on.......never a fucking pen!!!! nffc bitter
2017-En-10257,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,2: moderate amount of anger can be inferred,2,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH rage,ooooooooh my god uuuugggghhhhhhhhh rage
2017-En-11475,@BitchestheCat Look at those teef! #growl,anger,0: no anger can be inferred,0,Look at those teef! growl,look at those teef! growl
2017-En-11546,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,anger,3: high amount of anger can be inferred,3,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,extremely bitter about the fact that the subway in robart's has been replaced with a low-rent version of chipotle
2017-En-40447,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,anger,0: no anger can be inferred,0,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,sometimes i think the british political landscape is desolate and then i look over at the foaming wasteland of the us and think we're ok
2017-En-11253,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",anger,1: low amount of anger can be inferred,1,"May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class.","may i suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class."
2017-En-10321,not to be That Person™ but i get bitter seeing some ravi stans,anger,2: moderate amount of anger can be inferred,2,not to be That Persontrade_mark but i get bitter seeing some ravi stans,not to be that persontrade_mark but i get bitter seeing some ravi stans
2017-En-10557,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,anger,1: low amount of anger can be inferred,1,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,i believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.
2017-En-10072,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,anger,3: high amount of anger can be inferred,3,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao
2017-En-11227,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",anger,3: high amount of anger can be inferred,3,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.","smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you."
